cluster_id	referent	in_clust
7335	ET948_RS05610	TW84_RS19820
7336	ET948_RS11910	ET948_RS11910
7337	TW84_RS00215	TW84_RS00215
7338	TW84_RS00375	TW84_RS00375
7339	TW84_RS04295	TW84_RS04295
7340	TW84_RS04650	TW84_RS04650
7341	TW84_RS04990	TW84_RS04990
7341	TW84_RS04990	ET948_RS12425
7341	TW84_RS04990	CEQ48_RS09560
7342	TW84_RS05150	TW84_RS05150
7343	TW84_RS05340	TW84_RS05340
7343	TW84_RS05340	CEQ48_RS13990
7344	TW84_RS06000	TW84_RS06000
7345	TW84_RS10725	TW84_RS10725
7345	TW84_RS10725	ET948_RS04705
7345	TW84_RS10725	DLR58_RS02945
7346	TW84_RS10970	TW84_RS10970
7346	TW84_RS10970	ET948_RS01975
7346	TW84_RS10970	DLR58_RS04705
7347	TW84_RS14400	TW84_RS14400
7348	TW84_RS18450	TW84_RS18450
7349	TW84_RS18645	TW84_RS18645
7350	TW84_RS22035	TW84_RS22035
7351	HRU48_RS13840	HRU48_RS13840
7352	JYA58_RS15190	JYA58_RS15190
7353	JYA57_RS24330	JYA57_RS24330
7354	ABS858_RS05935	ABS858_RS05935
7355	AACV94_RS15400	AACV94_RS15400
7356	TW84_RS00585	TW84_RS00585
7357	ET948_RS08840	ET948_RS08840
7357	ET948_RS08840	CEQ48_RS13635
7357	ET948_RS08840	TW84_RS08680
7358	ET948_RS09005	ET948_RS09005
7358	ET948_RS09005	TW84_RS24375
7358	ET948_RS09005	CEQ48_RS08910
7359	ET948_RS09170	ET948_RS09170
7360	ET948_RS13975	ET948_RS13975
7361	ET948_RS14310	ET948_RS14310
7362	GPX87_RS09875	GPX87_RS09875
7362	GPX87_RS09875	MJ623_RS04065
7363	GPX92_RS17080	GPX92_RS17080
7364	EXA14_RS02420	EXA14_RS02420
7364	EXA14_RS02420	AACU23_RS18210
7365	EXA14_RS19225	EXA14_RS19225
7366	EXA15_RS12325	EXA15_RS12325
7367	EXA15_RS14690	EXA15_RS14690
7368	EXA16_RS16065	EXA16_RS16065
7369	EXA18_RS06380	EXA18_RS06380
7370	EXA18_RS06545	EXA18_RS06545
7371	EXA18_RS06710	EXA18_RS06710
7371	EXA18_RS06710	ABS858_RS04395
7372	EXA20_RS16340	EXA20_RS16340
7373	EXA22_RS12715	EXA22_RS12715
7374	EXA22_RS12295	EXA22_RS12295
7375	EXA23_RS12450	EXA23_RS12450
7376	MJ623_RS15300	MJ623_RS15300
7377	MJ623_RS18690	MJ623_RS18690
7378	ET948_RS02455	ET948_RS02455
7378	ET948_RS02455	DLR58_RS18640
7378	ET948_RS02455	TW84_RS22345
7379	ET948_RS15480	ET948_RS15480
7380	GPX87_RS14100	GPX87_RS14100
7381	EXA14_RS06150	EXA14_RS06150
7382	EXA17_RS17195	EXA17_RS17195
7383	EXA18_RS07930	EXA18_RS07930
7384	EXA19_RS13685	EXA19_RS13685
7385	EXA19_RS08355	EXA19_RS08355
7385	EXA19_RS08355	EXA22_RS15935
7385	EXA19_RS08355	EXA18_RS08990
7386	EXA22_RS16240	EXA22_RS16240
7387	EXA23_RS16650	EXA23_RS16650
7388	MJ623_RS16920	MJ623_RS16920
7389	ET948_RS04045	ET948_RS04045
7389	ET948_RS04045	DLR58_RS11470
7390	ET948_RS06935	ET948_RS06935
7390	ET948_RS06935	TW84_RS09115
7390	ET948_RS06935	CEQ48_RS15480
7391	ET948_RS13590	ET948_RS13590
7392	ET948_RS13920	ET948_RS13920
7393	GPX92_RS12425	GPX92_RS12425
7394	GPX94_RS13095	GPX94_RS13095
7395	EXA16_RS15140	EXA16_RS15140
7396	EXA17_RS16710	EXA17_RS16710
7397	EXA22_RS15605	EXA22_RS15605
7398	EXA22_RS17410	EXA22_RS17410
7399	MJ623_RS17530	MJ623_RS17530
7400	MJ623_RS16765	MJ623_RS16765
7401	ET948_RS04730	ET948_RS04730
7401	ET948_RS04730	TW84_RS10775
7401	ET948_RS04730	DLR58_RS02970
7402	ET948_RS13390	ET948_RS13390
7402	ET948_RS13390	TW84_RS18130
7403	ET948_RS16530	ET948_RS16530
7403	ET948_RS16530	CEQ48_RS02595
7403	ET948_RS16530	TW84_RS12070
7404	GPX94_RS13480	GPX94_RS13480
7405	EXA14_RS14455	EXA14_RS14455
7406	EXA15_RS15195	EXA15_RS15195
7407	EXA17_RS02150	EXA17_RS02150
7408	EXA19_RS14835	EXA19_RS14835
7409	EXA19_RS17250	EXA19_RS17250
7410	EXA22_RS14510	EXA22_RS14510
7411	EXA22_RS07915	EXA22_RS07915
7412	EXA23_RS14695	EXA23_RS14695
7413	MJ623_RS12100	MJ623_RS12100
7414	ET948_RS03505	ET948_RS03505
7415	ET948_RS05090	ET948_RS05090
7415	ET948_RS05090	DLR60_RS14555
7416	ET948_RS07805	ET948_RS07805
7416	ET948_RS07805	CEQ48_RS08165
7416	ET948_RS07805	TW84_RS16300
7417	ET948_RS08305	ET948_RS08305
7417	ET948_RS08305	CEQ48_RS08595
7417	ET948_RS08305	TW84_RS08870
7418	ET948_RS08485	ET948_RS08485
7419	DLR59_RS05385	DLR59_RS05385
7420	DLR59_RS18655	DLR59_RS18655
7421	DLR61_RS17880	DLR61_RS17880
7422	DLR63_RS09290	DLR63_RS09290
7422	DLR63_RS09290	GPX94_RS15910
7422	DLR63_RS09290	AACU23_RS10850
7422	DLR63_RS09290	JYA58_RS05250
7423	DLR65_RS20315	DLR65_RS20315
7424	DLR65_RS17620	DLR65_RS17620
7425	AACU04_RS15365	AACU04_RS15365
7426	AACU04_RS16820	AACU04_RS16820
7427	AACU04_RS16995	AACU04_RS16995
7428	AACU04_RS18005	AACU04_RS18005
7429	AACT71_RS14550	AACT71_RS14550
7430	AACU00_RS00920	AACU00_RS00920
7431	AACU00_RS11270	AACU00_RS11270
7432	AACU00_RS18680	AACU00_RS18680
7433	AACT74_RS00865	AACT74_RS00865
7433	AACT74_RS00865	EXA15_RS02655
7434	AACU23_RS09435	AACU23_RS09435
7435	AACU23_RS18095	AACU23_RS18095
7436	CEQ48_RS06145	CEQ48_RS06145
7436	CEQ48_RS06145	TW84_RS05700
7436	CEQ48_RS06145	ET948_RS05750
7437	CEQ48_RS06350	CEQ48_RS06350
7437	CEQ48_RS06350	TW84_RS20065
7437	CEQ48_RS06350	ET948_RS05935
7438	CEQ48_RS10100	CEQ48_RS10100
7439	CEQ48_RS12430	CEQ48_RS12430
7440	CEQ48_RS14390	CEQ48_RS14390
7440	CEQ48_RS14390	ET948_RS00015
7440	CEQ48_RS14390	TW84_RS14405
7441	CEQ48_RS20490	CEQ48_RS20490
7441	CEQ48_RS20490	EXA23_RS17550
7442	CEQ48_RS16685	CEQ48_RS16685
7442	CEQ48_RS16685	ET948_RS02460
7442	CEQ48_RS16685	TW84_RS22350
7443	CEQ48_RS17815	CEQ48_RS17815
7443	CEQ48_RS17815	EXA20_RS14915
7443	CEQ48_RS17815	ET948_RS03330
7443	CEQ48_RS17815	DLR65_RS18870
7443	CEQ48_RS17815	JYA58_RS11070
7444	CEQ48_RS18935	CEQ48_RS18935
7444	CEQ48_RS18935	ET948_RS03965
7444	CEQ48_RS18935	TW84_RS01435
7445	CEQ48_RS00380	CEQ48_RS00380
7445	CEQ48_RS00380	TW84_RS17335
7445	CEQ48_RS00380	ET948_RS10685
7446	CEQ48_RS11495	CEQ48_RS11495
7446	CEQ48_RS11495	TW84_RS00065
7446	CEQ48_RS11495	ET948_RS14020
7447	CEQ48_RS14910	CEQ48_RS14910
7447	CEQ48_RS14910	HRU48_RS07475
7448	CEQ48_RS16925	CEQ48_RS16925
7448	CEQ48_RS16925	ET948_RS01900
7449	CEQ48_RS18370	CEQ48_RS18370
7450	CEQ48_RS19270	CEQ48_RS19270
7450	CEQ48_RS19270	TW84_RS20765
7450	CEQ48_RS19270	ET948_RS04595
7451	CEQ48_RS19640	CEQ48_RS19640
7451	CEQ48_RS19640	ET948_RS04960
7451	CEQ48_RS19640	TW84_RS23085
7452	CEQ48_RS01615	CEQ48_RS01615
7453	CEQ48_RS03165	CEQ48_RS03165
7454	CEQ48_RS04860	CEQ48_RS04860
7455	CEQ48_RS05090	CEQ48_RS05090
7455	CEQ48_RS05090	TW84_RS02300
7456	DLR58_RS00375	DLR58_RS00375
7457	DLR58_RS20265	DLR58_RS20265
7458	DLR58_RS06920	DLR58_RS06920
7458	DLR58_RS06920	TW84_RS11775
7458	DLR58_RS06920	ET948_RS05265
7459	ET948_RS00210	ET948_RS00210
7460	ET948_RS00405	ET948_RS00405
7461	ET948_RS09890	ET948_RS09890
7462	ET948_RS10115	ET948_RS10115
7462	ET948_RS10115	TW84_RS00030
7462	ET948_RS10115	CEQ48_RS11950
7463	ET948_RS10285	ET948_RS10285
7464	ET948_RS16100	ET948_RS16100
7465	GPX92_RS01620	GPX92_RS01620
7466	EXA14_RS02750	EXA14_RS02750
7466	EXA14_RS02750	ABS858_RS04550
7467	EXA14_RS17145	EXA14_RS17145
7468	EXA15_RS05210	EXA15_RS05210
7469	HRU48_RS20575	HRU48_RS20575
7470	JYA58_RS17995	JYA58_RS17995
7471	TW84_RS12845	TW84_RS12845
7472	TW84_RS13015	TW84_RS13015
7473	TW84_RS16895	TW84_RS16895
7473	TW84_RS16895	CEQ48_RS09825
7473	TW84_RS16895	ET948_RS12075
7474	TW84_RS17090	TW84_RS17090
7475	TW84_RS20335	TW84_RS20335
7476	JYA58_RS21810	JYA58_RS21810
7477	JYA57_RS01035	JYA57_RS01035
7478	OH455_RS02290	OH455_RS02290
7478	OH455_RS02290	AACU04_RS08915
7479	ABS858_RS10800	ABS858_RS10800
7480	AACS08_RS10995	AACS08_RS10995
7481	AACS08_RS23460	AACS08_RS23460
7482	AACV94_RS20510	AACV94_RS20510
7483	TW84_RS02095	TW84_RS02095
7484	TW84_RS02275	TW84_RS02275
7485	TW84_RS02450	TW84_RS02450
7486	TW84_RS07370	TW84_RS07370
7487	TW84_RS07535	TW84_RS07535
7488	TW84_RS11240	TW84_RS11240
7489	TW84_RS11420	TW84_RS11420
7490	TW84_RS11605	TW84_RS11605
7491	CEQ48_RS01380	CEQ48_RS01380
7492	CEQ48_RS02175	CEQ48_RS02175
7493	CEQ48_RS02650	CEQ48_RS02650
7493	CEQ48_RS02650	ET948_RS16560
7494	CEQ48_RS03720	CEQ48_RS03720
7494	CEQ48_RS03720	JYA57_RS04310
7495	CEQ48_RS04470	CEQ48_RS04470
7495	CEQ48_RS04470	ET948_RS10915
7496	CEQ48_RS04740	CEQ48_RS04740
7496	CEQ48_RS04740	ET948_RS13230
7497	DLR58_RS18925	DLR58_RS18925
7498	DLR58_RS06030	DLR58_RS06030
7498	DLR58_RS06030	TW84_RS18435
7499	DLR58_RS07070	DLR58_RS07070
7499	DLR58_RS07070	ET948_RS05435
7499	DLR58_RS07070	TW84_RS21850
7500	DLR58_RS10200	DLR58_RS10200
7500	DLR58_RS10200	TW84_RS17755
7501	DLR58_RS10830	DLR58_RS10830
7501	DLR58_RS10830	ET948_RS06710
7501	DLR58_RS10830	TW84_RS13870
7502	DLR58_RS11945	DLR58_RS11945
7503	DLR58_RS13405	DLR58_RS13405
7504	DLR58_RS16520	DLR58_RS16520
7505	DLR58_RS18070	DLR58_RS18070
7506	DLR62_RS19445	DLR62_RS19445
7507	DLR62_RS03540	DLR62_RS03540
7507	DLR62_RS03540	GPX92_RS08225
7508	DLR62_RS19855	DLR62_RS19855
7509	DLR62_RS19125	DLR62_RS19125
7510	DLR59_RS19270	DLR59_RS19270
7511	DLR65_RS02180	DLR65_RS02180
7512	DLR65_RS18860	DLR65_RS18860
7513	DLR65_RS04815	DLR65_RS04815
7514	AACU04_RS03535	AACU04_RS03535
7515	AACU04_RS18595	AACU04_RS18595
7516	AACT71_RS11745	AACT71_RS11745
7517	AACT71_RS12055	AACT71_RS12055
7518	AACU00_RS17570	AACU00_RS17570
7519	AACT69_RS18285	AACT69_RS18285
7520	AACT74_RS00435	AACT74_RS00435
7521	AACU23_RS03935	AACU23_RS03935
7522	AACU23_RS15100	AACU23_RS15100
7523	CEQ48_RS08330	CEQ48_RS08330
7523	CEQ48_RS08330	ET948_RS08045
7523	CEQ48_RS08330	TW84_RS06090
7523	CEQ48_RS08330	TW84_RS07445
7524	CEQ48_RS09245	CEQ48_RS09245
7525	CEQ48_RS09440	CEQ48_RS09440
7526	CEQ48_RS10425	CEQ48_RS10425
7527	DLR58_RS11115	DLR58_RS11115
7528	JYA58_RS24555	JYA58_RS24555
7529	JYA58_RS24020	JYA58_RS24020
7530	OH455_RS08155	OH455_RS08155
7531	ABS858_RS23685	ABS858_RS23685
7532	AACX92_RS04155	AACX92_RS04155
7533	TW84_RS01110	TW84_RS01110
7534	JYA58_RS23580	JYA58_RS23580
7535	JYA58_RS06280	JYA58_RS06280
7536	OH455_RS19985	OH455_RS19985
7537	AACS08_RS03250	AACS08_RS03250
7538	AACX92_RS07170	AACX92_RS07170
7539	AACX92_RS22465	AACX92_RS22465
7540	TW84_RS02805	TW84_RS02805
7541	TW84_RS06590	TW84_RS06590
7542	TW84_RS10160	TW84_RS10160
7543	TW84_RS10365	TW84_RS10365
7543	TW84_RS10365	CEQ48_RS13185
7543	TW84_RS10365	ET948_RS09670
7544	TW84_RS10530	TW84_RS10530
7545	TW84_RS14750	TW84_RS14750
7545	TW84_RS14750	ET948_RS16965
7546	TW84_RS18805	TW84_RS18805
7547	TW84_RS19145	TW84_RS19145
7548	HRU48_RS15660	HRU48_RS15660
7549	JYA58_RS12570	JYA58_RS12570
7550	JYA58_RS04085	JYA58_RS04085
7551	JYA58_RS08500	JYA58_RS08500
7552	OH455_RS06155	OH455_RS06155
7553	AACS08_RS01375	AACS08_RS01375
7554	AACS08_RS01675	AACS08_RS01675
7555	AACV94_RS18235	AACV94_RS18235
7556	AACX92_RS22665	AACX92_RS22665
7556	AACX92_RS22665	AACX92_RS22660
7557	TW84_RS01790	TW84_RS01790
7557	TW84_RS01790	CEQ48_RS18695
7558	TW84_RS01955	TW84_RS01955
7559	TW84_RS08235	TW84_RS08235
7560	TW84_RS08405	TW84_RS08405
7560	TW84_RS08405	ET948_RS08590
7560	TW84_RS08405	DLR58_RS12830
7561	TW84_RS12250	TW84_RS12250
7562	TW84_RS12460	TW84_RS12460
7563	TW84_RS15855	TW84_RS15855
7564	TW84_RS16020	TW84_RS16020
7564	TW84_RS16020	DLR58_RS15305
7564	TW84_RS16020	ET948_RS03615
7565	TW84_RS19750	TW84_RS19750
7566	TW84_RS20140	TW84_RS20140
7567	HRU48_RS01805	HRU48_RS01805
7568	JYA58_RS25135	JYA58_RS25135
7569	JYA58_RS23220	JYA58_RS23220
7570	JYA57_RS13230	JYA57_RS13230
7571	OH455_RS12785	OH455_RS12785
7572	ABS858_RS13445	ABS858_RS13445
7573	AACV94_RS00635	AACV94_RS00635
7574	AACV84_RS05580	AACV84_RS05580
7575	AACX92_RS21650	AACX92_RS21650
7576	TW84_RS03710	TW84_RS03710
7577	TW84_RS07760	TW84_RS07760
7578	TW84_RS11625	TW84_RS11625
7578	TW84_RS11625	DLR58_RS08210
7579	TW84_RS16570	TW84_RS16570
7580	TW84_RS20830	TW84_RS20830
7580	TW84_RS20830	TW84_RS02795
7580	TW84_RS20830	DLR58_RS00080
7581	TW84_RS21005	TW84_RS21005
7582	HRU48_RS19720	HRU48_RS19720
7583	JYA58_RS22145	JYA58_RS22145
7584	JYA57_RS15675	JYA57_RS15675
7585	OH455_RS16960	OH455_RS16960
7586	OH455_RS10640	OH455_RS10640
7586	OH455_RS10640	DLR62_RS10475
7587	AACS08_RS10080	AACS08_RS10080
7588	AACX92_RS02800	AACX92_RS02800
7588	AACX92_RS02800	CEQ48_RS12000
7589	TW84_RS15525	TW84_RS15525
7590	TW84_RS19215	TW84_RS19215
7591	TW84_RS19380	TW84_RS19380
7592	TW84_RS19535	TW84_RS19535
7593	TW84_RS23255	TW84_RS23255
7594	JYA58_RS11300	JYA58_RS11300
7595	JYA58_RS04790	JYA58_RS04790
7596	JYA58_RS24140	JYA58_RS24140
7597	OH455_RS01140	OH455_RS01140
7598	ABS858_RS13310	ABS858_RS13310
7599	AACV94_RS00500	AACV94_RS00500
7600	TW84_RS03060	TW84_RS03060
7601	TW84_RS03245	TW84_RS03245
7602	TW84_RS13785	TW84_RS13785
7602	TW84_RS13785	DLR58_RS08720
7603	TW84_RS14120	TW84_RS14120
7603	TW84_RS14120	EXA21_RS14405
7604	TW84_RS17315	TW84_RS17315
7605	TW84_RS21425	TW84_RS21425
7605	TW84_RS21425	ET948_RS02815
7605	TW84_RS21425	CEQ48_RS17195
7606	TW84_RS21640	TW84_RS21640
7607	HRU48_RS14855	HRU48_RS14855
7608	HRU48_RS23195	HRU48_RS23195
7609	JYA58_RS18355	JYA58_RS18355
7610	JYA62_RS24670	JYA62_RS24670
7611	OH455_RS23150	OH455_RS23150
7612	AACX92_RS04165	AACX92_RS04165
7613	TW84_RS01120	TW84_RS01120
7614	TW84_RS01510	TW84_RS01510
7615	JYA62_RS23970	JYA62_RS23970
7616	AACS08_RS03260	AACS08_RS03260
7617	AACX92_RS13370	AACX92_RS13370
7617	AACX92_RS13370	DLR58_RS02670
7618	AACX92_RS22475	AACX92_RS22475
7619	TW84_RS02625	TW84_RS02625
7619	TW84_RS02625	EXA15_RS15685
7620	TW84_RS24305	TW84_RS24305
7621	TW84_RS06605	TW84_RS06605
7622	TW84_RS06760	TW84_RS06760
7623	TW84_RS06920	TW84_RS06920
7624	TW84_RS10170	TW84_RS10170
7624	TW84_RS10170	JYA58_RS05105
7625	TW84_RS10540	TW84_RS10540
7626	TW84_RS14760	TW84_RS14760
7627	TW84_RS14940	TW84_RS14940
7628	TW84_RS18815	TW84_RS18815
7629	HRU48_RS15670	HRU48_RS15670
7630	JYA58_RS12590	JYA58_RS12590
7631	JYA58_RS04095	JYA58_RS04095
7632	JYA62_RS04950	JYA62_RS04950
7633	ABS858_RS02180	ABS858_RS02180
7634	AACS08_RS01390	AACS08_RS01390
7634	AACS08_RS01390	JYA57_RS01060
7635	AACS08_RS17285	AACS08_RS17285
7636	AACV94_RS18275	AACV94_RS18275
7637	AACX92_RS21205	AACX92_RS21205
7637	AACX92_RS21205	GPX94_RS17415
7637	AACX92_RS21205	DLR59_RS18695
7638	TW84_RS01965	TW84_RS01965
7639	TW84_RS08250	TW84_RS08250
7639	TW84_RS08250	ET948_RS17175
7640	TW84_RS12260	TW84_RS12260
7641	TW84_RS12480	TW84_RS12480
7642	TW84_RS15690	TW84_RS15690
7643	TW84_RS15865	TW84_RS15865
7643	TW84_RS15865	TW84_RS02990
7644	TW84_RS20150	TW84_RS20150
7645	JYA58_RS23040	JYA58_RS23040
7646	JYA58_RS23230	JYA58_RS23230
7647	JYA57_RS13240	JYA57_RS13240
7648	OH455_RS12795	OH455_RS12795
7649	ABS858_RS04450	ABS858_RS04450
7649	ABS858_RS04450	JYA58_RS04150
7649	ABS858_RS04450	EXA18_RS06655
7650	ABS858_RS19500	ABS858_RS19500
7651	AACV94_RS00710	AACV94_RS00710
7652	AACX92_RS00895	AACX92_RS00895
7653	AACX92_RS21665	AACX92_RS21665
7654	TW84_RS03720	TW84_RS03720
7655	TW84_RS07770	TW84_RS07770
7656	TW84_RS07960	TW84_RS07960
7656	TW84_RS07960	DLR58_RS09505
7656	TW84_RS07960	EXA21_RS04460
7657	TW84_RS11640	TW84_RS11640
7658	TW84_RS11845	TW84_RS11845
7658	TW84_RS11845	CEQ48_RS05700
7658	TW84_RS11845	ET948_RS05330
7659	TW84_RS16400	TW84_RS16400
7659	TW84_RS16400	DLR59_RS12760
7660	TW84_RS20845	TW84_RS20845
7661	TW84_RS21015	TW84_RS21015
7662	HRU48_RS21415	HRU48_RS21415
7663	JYA58_RS22155	JYA58_RS22155
7664	JYA57_RS15695	JYA57_RS15695
7664	JYA57_RS15695	HRU48_RS02750
7665	OH455_RS17005	OH455_RS17005
7666	OH455_RS10650	OH455_RS10650
7667	AACX92_RS02915	AACX92_RS02915
7668	TW84_RS19225	TW84_RS19225
7669	TW84_RS19390	TW84_RS19390
7670	JYA57_RS13760	JYA57_RS13760
7671	OH455_RS22990	OH455_RS22990
7671	OH455_RS22990	EXA19_RS16340
7672	AACS08_RS18585	AACS08_RS18585
7673	AACX92_RS06485	AACX92_RS06485
7674	TW84_RS00640	TW84_RS00640
7675	TW84_RS00810	TW84_RS00810
7676	TW84_RS00995	TW84_RS00995
7677	TW84_RS09265	TW84_RS09265
7677	TW84_RS09265	ET948_RS01190
7677	TW84_RS09265	CEQ48_RS07185
7678	TW84_RS09430	TW84_RS09430
7678	TW84_RS09430	CEQ48_RS06685
7678	TW84_RS09430	ET948_RS06255
7679	TW84_RS13795	TW84_RS13795
7679	TW84_RS13795	CEQ48_RS15575
7680	TW84_RS13955	TW84_RS13955
7680	TW84_RS13955	CEQ48_RS15825
7680	TW84_RS13955	ET948_RS06625
7681	TW84_RS14135	TW84_RS14135
7682	TW84_RS17325	TW84_RS17325
7683	TW84_RS21435	TW84_RS21435
7684	TW84_RS21670	TW84_RS21670
7684	TW84_RS21670	CEQ48_RS07995
7684	TW84_RS21670	ET948_RS07640
7685	HRU48_RS23270	HRU48_RS23270
7686	JYA58_RS18625	JYA58_RS18625
7686	JYA58_RS18625	JYA57_RS00010
7686	JYA58_RS18625	TW84_RS10265
7687	JYA62_RS25240	JYA62_RS25240
7688	OH455_RS08225	OH455_RS08225
7689	AACS08_RS07195	AACS08_RS07195
7689	AACS08_RS07195	OH455_RS09005
7689	AACS08_RS07195	TW84_RS23470
7689	AACS08_RS07195	TW84_RS07150
7689	AACS08_RS07195	AACS08_RS07205
7689	AACS08_RS07195	JYA57_RS08305
7689	AACS08_RS07195	HRU48_RS01890
7689	AACS08_RS07195	JYA57_RS08330
7689	AACS08_RS07195	AACX92_RS17995
7689	AACS08_RS07195	HRU48_RS01885
7689	AACS08_RS07195	JYA58_RS06945
7689	AACS08_RS07195	ABS858_RS11155
7689	AACS08_RS07195	TW84_RS23475
7690	AACX92_RS04175	AACX92_RS04175
7691	TW84_RS01130	TW84_RS01130
7692	JYA57_RS12720	JYA57_RS12720
7693	ABS858_RS01630	ABS858_RS01630
7694	AACS08_RS11890	AACS08_RS11890
7695	AACV94_RS13250	AACV94_RS13250
7696	AACX92_RS22485	AACX92_RS22485
7697	TW84_RS02820	TW84_RS02820
7698	TW84_RS06770	TW84_RS06770
7699	TW84_RS10180	TW84_RS10180
7700	TW84_RS10380	TW84_RS10380
7700	TW84_RS10380	CEQ48_RS13165
7701	TW84_RS14780	TW84_RS14780
7702	TW84_RS14950	TW84_RS14950
7703	TW84_RS18825	TW84_RS18825
7704	TW84_RS18995	TW84_RS18995
7705	TW84_RS23820	TW84_RS23820
7706	HRU48_RS15680	HRU48_RS15680
7707	JYA58_RS24470	JYA58_RS24470
7708	JYA58_RS04105	JYA58_RS04105
7708	JYA58_RS04105	HRU48_RS15645
7709	JYA57_RS15460	JYA57_RS15460
7710	ABS858_RS02220	ABS858_RS02220
7711	AACS08_RS01400	AACS08_RS01400
7712	AACS08_RS17510	AACS08_RS17510
7712	AACS08_RS17510	EXA16_RS14625
7712	AACS08_RS17510	TW84_RS17425
7712	AACS08_RS17510	ET948_RS10670
7712	AACS08_RS17510	CEQ48_RS05200
7712	AACS08_RS17510	DLR62_RS04570
7713	AACV94_RS22325	AACV94_RS22325
7713	AACV94_RS22325	OH455_RS02300
7714	TW84_RS01975	TW84_RS01975
7715	TW84_RS08260	TW84_RS08260
7716	TW84_RS15875	TW84_RS15875
7717	TW84_RS19770	TW84_RS19770
7717	TW84_RS19770	CEQ48_RS05940
7717	TW84_RS19770	ET948_RS05560
7718	TW84_RS20160	TW84_RS20160
7719	JYA58_RS23060	JYA58_RS23060
7720	JYA58_RS23280	JYA58_RS23280
7721	JYA57_RS00685	JYA57_RS00685
7722	OH455_RS16165	OH455_RS16165
7723	AACV94_RS00720	AACV94_RS00720
7724	AACX92_RS00905	AACX92_RS00905
7725	AACX92_RS21855	AACX92_RS21855
7726	TW84_RS03730	TW84_RS03730
7727	TW84_RS03930	TW84_RS03930
7727	TW84_RS03930	ET948_RS11490
7727	TW84_RS03930	CEQ48_RS10535
7728	TW84_RS07605	TW84_RS07605
7728	TW84_RS07605	ET948_RS14440
7728	TW84_RS07605	CEQ48_RS05255
7729	TW84_RS07970	TW84_RS07970
7729	TW84_RS07970	CEQ48_RS12010
7730	TW84_RS11650	TW84_RS11650
7731	TW84_RS11855	TW84_RS11855
7732	TW84_RS12020	TW84_RS12020
7733	TW84_RS21025	TW84_RS21025
7734	TW84_RS21245	TW84_RS21245
7735	HRU48_RS07715	HRU48_RS07715
7736	TW84_RS12030	TW84_RS12030
7736	TW84_RS12030	ET948_RS16505
7736	TW84_RS12030	ET948_RS16510
7736	TW84_RS12030	CEQ48_RS02635
7737	TW84_RS21035	TW84_RS21035
7738	TW84_RS21255	TW84_RS21255
7738	TW84_RS21255	DLR58_RS07775
7739	HRU48_RS07800	HRU48_RS07800
7740	JYA58_RS22445	JYA58_RS22445
7741	JYA57_RS16035	JYA57_RS16035
7742	OH455_RS05750	OH455_RS05750
7743	OH455_RS10670	OH455_RS10670
7744	AACS08_RS10220	AACS08_RS10220
7744	AACS08_RS10220	DLR65_RS04795
7745	AACX92_RS10650	AACX92_RS10650
7746	TW84_RS23060	TW84_RS23060
7747	HRU48_RS18280	HRU48_RS18280
7747	HRU48_RS18280	DLR58_RS04880
7748	JYA58_RS05025	JYA58_RS05025
7749	JYA57_RS18680	JYA57_RS18680
7750	OH455_RS14560	OH455_RS14560
7751	AACS08_RS02595	AACS08_RS02595
7752	TW84_RS03280	TW84_RS03280
7753	TW84_RS03480	TW84_RS03480
7754	TW84_RS09745	TW84_RS09745
7754	TW84_RS09745	ET948_RS09120
7754	TW84_RS09745	DLR59_RS09885
7755	TW84_RS24065	TW84_RS24065
7756	TW84_RS17800	TW84_RS17800
7756	TW84_RS17800	ET948_RS14155
7756	TW84_RS17800	CEQ48_RS00050
7757	TW84_RS22585	TW84_RS22585
7758	TW84_RS22840	TW84_RS22840
7759	HRU48_RS13390	HRU48_RS13390
7760	HRU48_RS22500	HRU48_RS22500
7761	TW84_RS12890	TW84_RS12890
7761	TW84_RS12890	EXA21_RS13965
7761	TW84_RS12890	CEQ48_RS11035
7762	TW84_RS16770	TW84_RS16770
7762	TW84_RS16770	GPX87_RS00680
7762	TW84_RS16770	CEQ48_RS13060
7763	TW84_RS16945	TW84_RS16945
7764	TW84_RS17150	TW84_RS17150
7764	TW84_RS17150	CEQ48_RS11780
7765	TW84_RS20380	TW84_RS20380
7766	TW84_RS20610	TW84_RS20610
7766	TW84_RS20610	ET948_RS10160
7766	TW84_RS20610	CEQ48_RS11895
7767	HRU48_RS09410	HRU48_RS09410
7767	HRU48_RS09410	JYA58_RS08385
7768	HRU48_RS23345	HRU48_RS23345
7769	JYA58_RS16110	JYA58_RS16110
7770	JYA58_RS21855	JYA58_RS21855
7770	JYA58_RS21855	EXA19_RS14860
7771	JYA62_RS14005	JYA62_RS14005
7772	JYA57_RS21855	JYA57_RS21855
7772	JYA57_RS21855	ET948_RS08205
7772	JYA57_RS21855	CEQ48_RS08495
7773	OH455_RS02420	OH455_RS02420
7774	ABS858_RS10840	ABS858_RS10840
7775	AACS08_RS11035	AACS08_RS11035
7775	AACS08_RS11035	JYA58_RS22920
7775	AACS08_RS11035	EXA18_RS07710
7775	AACS08_RS11035	CEQ48_RS01010
7776	AACS08_RS23780	AACS08_RS23780
7776	AACS08_RS23780	HRU48_RS09790
7777	AACX92_RS04625	AACX92_RS04625
7777	AACX92_RS04625	EXA14_RS14900
7778	TW84_RS02155	TW84_RS02155
